Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
23;A Joshi, P Bhaskar, PK Gupta;indian economy amid covid-19 lockdown a prespective;2020;J. Pure Appl. Microbiol;pdfs.semanticscholar.org;https://pdfs.semanticscholar.org/f496/f1e11d2d35ba1c652e7fb3bd41d25ac5eda6.pdf;https://scholar.google.com/scholar?cites=1285869818237432219&as_sdt=2005&sciodt=2007&hl=en;65;15.12.2021 05:57;PDF;;;;;;;;23;2300;8;3;1;COVID-19 virus has resulted in the lockdown of schools, offices, factories, temples, railway stations, and even the airspace. It is estimated that due to the lockdown, the Indian economy …;https://pdfs.semanticscholar.org/f496/f1e11d2d35ba1c652e7fb3bd41d25ac5eda6.pdf;https://scholar.google.com/scholar?q=related:mzFwb8lT2BEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
23;C Andrade;covid-19 and lockdown delayed effects on health;2020;Indian Journal of Psychiatry;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368434/;https://scholar.google.com/scholar?cites=8015210803299287941&as_sdt=2005&sciodt=2007&hl=en;246;15.12.2021 05:57;HTML;;;;;;;;23;2300;23;1;1;The COVID-19 pandemic and the associated lockdown that is being implemented in various countries has resulted in collateral damage to patients who do not have the disease …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7368434/;https://scholar.google.com/scholar?q=related:hQOHWsK_O28J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
23;M Salin, A Kaittila, M Hakovirta, M Anttila;family coping strategies during finlands covid-19 lockdown;2020;Sustainability;mdpi.com;https://www.mdpi.com/878632;https://scholar.google.com/scholar?cites=9375813077618113451&as_sdt=2005&sciodt=2007&hl=en;535;15.12.2021 05:57;;;;;;;;;23;2300;6;4;1;Abstract During spring 2020, the COVID-19 pandemic and global lockdowns fundamentally changed families' everyday lives. This study aims to examine how families with children …;https://www.mdpi.com/2071-1050/12/21/9133/pdf;https://scholar.google.com/scholar?q=related:q7vjo1GUHYIJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
23;CC Ku, TC Ng, HH Lin;epidemiological benchmarks of the covid-19 outbreak control in china after wuhans lockdown a modelling study with an empirical approach;2020;Available at SSRN 3544127;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3544127;https://scholar.google.com/scholar?cites=4910237902197927028&as_sdt=2005&sciodt=2007&hl=en;694;15.12.2021 05:57;;;;;;;;;23;2300;8;3;1;Background: In response to the coronavirus disease 2019 (COVID-19) epidemic, the central government of China imposed a lockdown in the epicentre, Wuhan city of Hubei province …;https://www.researchgate.net/profile/Chu-Chang-Ku/publication/339541192_Epidemiological_Benchmarks_of_the_COVID-19_Outbreak_Control_in_China_after_Wuhan%27s_Lockdown_A_Modelling_Study_with_An_Empirical_Approach/links/5e7b1bd8a6fdcc57b7bbbff0/Epidemiological-Benchmarks-of-the-COVID-19-Outbreak-Control-in-China-after-Wuhans-Lockdown-A-Modelling-Study-with-An-Empirical-Approach.pdf;https://scholar.google.com/scholar?q=related:dKwqQ1urJEQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
23;M Nyashanu, P Simbanegavi, L Gibson;exploring the impact of covid-19 pandemic lockdown on informal settlements in tshwane gauteng province south africa;2020;Global Public Health;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/17441692.2020.1805787;https://scholar.google.com/scholar?cites=14981432433526707406&as_sdt=2005&sciodt=2007&hl=en;948;15.12.2021 05:57;;10.1080/17441692.2020.1805787;;;;;;;23;2300;8;3;1;Informal settlements remain a public health problem as they lack basic infrastructure. Furthermore, it is challenging to enforce public health regulations and protocols to prevent …;https://www.tandfonline.com/doi/pdf/10.1080/17441692.2020.1805787?needAccess=true&;https://scholar.google.com/scholar?q=related:zhTgWmy96M8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;M Khatatbeh;efficacy of nationwide curfew to encounter spread of covid-19 a case from jordan;2020;Frontiers in public health;frontiersin.org;https://www.frontiersin.org/articles/10.3389/fpubh.2020.00394/full;https://scholar.google.com/scholar?cites=2775437376392849956&as_sdt=2005&sciodt=2007&hl=en;2;15.12.2021 06:42;HTML;10.3389/fpubh.2020.00394;;;;;;;22;2200;22;1;1;Discussion Results in Table 1 show that Jordan has the lowest number of COVID-19 cases compared to other countries in the Middle East. Despite Jordan having the disease before …;https://www.frontiersin.org/articles/10.3389/fpubh.2020.00394/full;https://scholar.google.com/scholar?q=related:JOo8xJZVhCYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:curfew&hl=en&as_sdt=2007
22;A Gupta, H Zhu, MK Doan, A Michuda, ...;economic impacts of the covid? 19 lockdown in a remittance?dependent region;2021;American Journal of …;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/ajae.12178;https://scholar.google.com/scholar?cites=15216136114552373883&as_sdt=2005&sciodt=2007&hl=en;88;15.12.2021 05:57;;10.1111/ajae.12178;;;;;;;22;2200;4;5;1;The economic impacts of COVID?19 lockdowns on poor and vulnerable households living in rural areas of developing countries are not well understood due to a lack of detailed micro …;https://vtechworks.lib.vt.edu/bitstream/handle/10919/101681/AJAE%202020.pdf?sequence=2&isAllowed=y;https://scholar.google.com/scholar?q=related:ewLjeS2TKtMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;L Pedauga, F Sáez, BL Delgado-Márquez;macroeconomic lockdown and smes the impact of the covid-19 pandemic in spain;2021;Small Business Economics;Springer;https://link.springer.com/article/10.1007/s11187-021-00476-7;https://scholar.google.com/scholar?cites=14202072856488710762&as_sdt=2005&sciodt=2007&hl=en;254;15.12.2021 05:57;HTML;10.1007/s11187-021-00476-7;;;;;;;22;2200;7;3;1;The relative importance of small-and medium-sized enterprises (SMEs) and large firms is a recurrent topic in the small business economics literature. This paper presents a real and …;https://link.springer.com/article/10.1007/s11187-021-00476-7;https://scholar.google.com/scholar?q=related:ahI6ZQTmF8UJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;HA Alfawaz, K Wani, AA Aljumah, D Aldisi, ...;psychological well-being during covid-19 lockdown insights from a saudi state universitys academic community;2021;Journal of King Saud …;Elsevier;https://www.sciencedirect.com/science/article/pii/S101836472030375X;https://scholar.google.com/scholar?cites=1677762695088269695&as_sdt=2005&sciodt=2007&hl=en;382;15.12.2021 05:57;HTML;;;;;;;;22;2200;4;5;1;Objectives Measures to control the on-going COVID-19 pandemic such as quarantine and social distancing, together with information overload about the sporadic spread of the …;https://www.sciencedirect.com/science/article/pii/S101836472030375X;https://scholar.google.com/scholar?q=related:f2kjMkicSBcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;HM Nef, A Elsässer, H Möllmann, M Abdel-Hadi, ...;impact of the covid-19 pandemic on cardiovascular mortality and catherization activity during the lockdown in central germany an observational study;2021;Clinical Research in …;Springer;https://link.springer.com/article/10.1007/s00392-020-01780-0;https://scholar.google.com/scholar?cites=1881820226147350134&as_sdt=2005&sciodt=2007&hl=en;664;15.12.2021 05:57;HTML;10.1007/s00392-020-01780-0;;;;;;;22;2200;4;5;1;Aims During the COVID-19 pandemic, hospital admissions for cardiac care have declined. However, effects on mortality are unclear. Thus, we sought to evaluate the impact of the …;https://link.springer.com/article/10.1007/s00392-020-01780-0;https://scholar.google.com/scholar?q=related:dnaofoaRHRoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;E Biancalana, F Parolini, A Mengozzi, A Solini;short-term impact of covid-19 lockdown on metabolic control of patients with well-controlled type 2 diabetes a single-centre observational study;2021;Acta diabetologica;Springer;https://link.springer.com/article/10.1007/s00592-020-01637-y;https://scholar.google.com/scholar?cites=782971756141309797&as_sdt=2005&sciodt=2007&hl=en;720;15.12.2021 05:57;HTML;10.1007/s00592-020-01637-y;;;;;;;22;2200;6;4;1;Aims/hypothesis The strict rules applied in Italy during the recent COVID-19 pandemic, with the prohibition to attend any regular outdoor activity, are likely to influence the degree of …;https://link.springer.com/article/10.1007/s00592-020-01637-y;https://scholar.google.com/scholar?q=related:ZW_38ams3QoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;S Karatas, T Yesim, S Beysel;impact of lockdown covid-19 on metabolic control in type 2 diabetes mellitus and healthy people;2021;Primary Care Diabetes;Elsevier;https://www.sciencedirect.com/science/article/pii/S1751991821000036;https://scholar.google.com/scholar?cites=5182163589394824227&as_sdt=2005&sciodt=2007&hl=en;905;15.12.2021 05:57;;;;;;;;;22;2200;7;3;1;Aims The impact of prolonged COVID-19 lockdown on metabolic control in type 2 diabetes patients and healthy individuals has not exactly been known. We aimed to evaluate the …;http://text2fa.ir/wp-content/uploads/Text2fa.ir-Impact-of-lockdown-COVID-19-on-metabolic-control.pdf;https://scholar.google.com/scholar?q=related:I3zXCVS-6kcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;S Dechsupa, S Assawakosri, S Phakham, ...;positive impact of lockdown on covid-19 outbreak in thailand;2020;Travel medicine and …;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7305760/;https://scholar.google.com/scholar?cites=9973369197327800223&as_sdt=2005&sciodt=2007&hl=en;159;15.12.2021 05:57;;;;;;;;;22;2200;6;4;1;In Southeast Asian countries, Thailand is the first country that reported a case of coronavirus disease 2019 (COVID-19) outside of China. The first confirmed case of severe acute …;;https://scholar.google.com/scholar?q=related:n9eLnHGGaIoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;WL Ng;to lockdown when to peak will there be an end a macroeconomic analysis on covid-19 epidemic in the united states;2020;Journal of macroeconomics;Elsevier;https://www.sciencedirect.com/science/article/pii/S0164070420301567;https://scholar.google.com/scholar?cites=15119342062015683090&as_sdt=2005&sciodt=2007&hl=en;189;15.12.2021 05:57;;;;;;;;;22;2200;22;1;1;In this paper, we construct an extended SIR model with agents optimally choosing outdoor activities. We calibrate the model and match it to the data from the United States. The model …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7286282/;https://scholar.google.com/scholar?q=related:EhoR7H-x0tEJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;A Tzankov, D Jonigk;unlocking the lockdown of science and demystifying covid-19 how autopsies contribute to our understanding of a deadly pandemic;2020;Virchows Archiv;Springer;https://link.springer.com/article/10.1007/s00428-020-02887-5;https://scholar.google.com/scholar?cites=10080933334967302081&as_sdt=2005&sciodt=2007&hl=en;330;15.12.2021 05:57;HTML;10.1007/s00428-020-02887-5;;;;;;;22;2200;11;2;1;A rapidly evolving sweeping pandemic caused by the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) leading to coronavirus disease 2019 (COVID-19) has …;https://link.springer.com/article/10.1007/s00428-020-02887-5;https://scholar.google.com/scholar?q=related:wbceA3Wr5osJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;N Johanna, H Citrawijaya, ...;mass screening vs lockdown vs combination of both to control covid-19 a systematic review;2020;Journal of public health …;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7771023/;https://scholar.google.com/scholar?cites=8337478289798248676&as_sdt=2005&sciodt=2007&hl=en;404;15.12.2021 05:57;HTML;;;;;;;;22;2200;7;3;1;Abstract Coronavirus disease 2019 (COVID-19) is a global pandemic. Non-pharmacological interventions, such as lockdown and mass testing, remain as the mainstay of control …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7771023/;https://scholar.google.com/scholar?q=related:5Lj0qVSstHMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;L Iozzi, I Brambilla, T Foiadelli, ...;paediatric emergency department visits fell by more than 70% during the covid?19 lockdown in northern italy;2020;… (Oslo, Norway: 1992);ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7361573/;https://scholar.google.com/scholar?cites=9695024313417893667&as_sdt=2005&sciodt=2007&hl=en;411;15.12.2021 05:57;;;;;;;;;22;2200;6;4;1;In February 2020 the COVID?19 pandemic flared up across Italy and the first cluster appeared in Southern Lombardy, which is still the most affected area (1). Schools. sports …;;https://scholar.google.com/scholar?q=related:I4cMIj-li4YJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;LK Dwivedi, B Rai, A Shukla, T Dey, ...;assessing the impact of complete lockdown on covid-19 infections in india and its burden on public health facilities;2020;International Institute …;esocialsciences.org;http://esocialsciences.org/Articles/ShowPDF/A202057122557_20.pdf;https://scholar.google.com/scholar?cites=16270147815381710619&as_sdt=2005&sciodt=2007&hl=en;421;15.12.2021 05:57;PDF;;;;;;;;22;2200;4;5;1;Introduction–The COVID-19 has emerged as a global public health concern due to a large-scale community-based outbreak across countries. The number of confirmed cases has also …;http://esocialsciences.org/Articles/ShowPDF/A202057122557_20.pdf;https://scholar.google.com/scholar?q=related:G7fsMjwty-EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;PPP Machado, A Pinto-Bastos, ...;impact of covid-19 lockdown measures on a cohort of eating disorders patients;2020;Journal of Eating …;jeatdisord.biomedcentral.com;https://jeatdisord.biomedcentral.com/articles/10.1186/s40337-020-00340-1;https://scholar.google.com/scholar?cites=17617136049290551413&as_sdt=2005&sciodt=2007&hl=en;493;15.12.2021 05:57;HTML;10.1186/s40337-020-00340-1;;;;;;;22;2200;7;3;1;Lockdown implemented to prevent the COVID-19 spread resulted in marked changes in the lifestyle. The objective of the current study was to assess the impact of lockdown measures …;https://jeatdisord.biomedcentral.com/articles/10.1186/s40337-020-00340-1;https://scholar.google.com/scholar?q=related:dSCxseWjfPQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;R Steffen, S Lautenschlager, J Fehr;travel restrictions and lockdown during the covid-19 pandemicimpact on notified infectious diseases in switzerland;2020;Journal of Travel Medicine;academic.oup.com;https://academic.oup.com/jtm/article-pdf/doi/10.1093/jtm/taaa180/35282304/taaa180.pdf;https://scholar.google.com/scholar?cites=1520891623688162614&as_sdt=2005&sciodt=2007&hl=en;496;15.12.2021 05:57;;10.1093/jtm/taaa180/35282304/taaa180;;;;;;;22;2200;7;3;1;The COVID-19 pandemic declared by the World Health Organization on 11 March 2020 resulted in unprecedented travel restrictions. Among 217 destinations (countries and …;;https://scholar.google.com/scholar?q=related:Ns3Mq99KGxUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;DI Bourdas, ED Zacharakis; over lockdown time physical activity datasets of four independent adult sample groups corresponding to each of the last four of the six covid-19 lockdown ;2020;Data in brief;Elsevier;https://www.sciencedirect.com/science/article/pii/S2352340920311951;https://scholar.google.com/scholar?cites=14780427990606397079&as_sdt=2005&sciodt=2007&hl=en;506;15.12.2021 05:57;HTML;;;;;;;;22;2200;11;2;1;There is a worldwide interest in how lockdown affects physical activity (PA) during the COVID-19 pandemic. Although it has been shown that the mandated stay-at-home …;https://www.sciencedirect.com/science/article/pii/S2352340920311951;https://scholar.google.com/scholar?q=related:l75ViPKgHs0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;S Nigam;covid-19 lockdown and violence against women in homes;2020;Lockdown and violence against women in homes (April …;papers.ssrn.com;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3587399;https://scholar.google.com/scholar?cites=6264624297579569754&as_sdt=2005&sciodt=2007&hl=en;588;15.12.2021 05:57;;;;;;;;;22;2200;22;1;1;COVID-19 has imposed mandatory lockdowns in many countries including India. However, since the lockdown has been imposed, attention is being focused on its economic …;https://psyarxiv.com/59bju/download?format=pdf;https://scholar.google.com/scholar?q=related:WuKCdJtq8FYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;M Müller, PM Derlet, C Mudry, G Aeppli;using random testing to manage a safe exit from the covid-19 lockdown;2020;arXiv preprint arXiv:2004.04614;arxiv.org;https://arxiv.org/abs/2004.04614;https://scholar.google.com/scholar?cites=16247759359440980468&as_sdt=2005&sciodt=2007&hl=en;802;15.12.2021 05:57;;;;;;;;;22;2200;6;4;1;We argue that frequent sampling of the fraction of infected people (either by random testing or by analysis of sewage water), is central to managing the COVID-19 pandemic because it …;https://arxiv.org/pdf/2004.04614;https://scholar.google.com/scholar?q=related:9AmClw2je-EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;M Lapeyre-Mestre, A Boucher, A Daveluy, V Gibaja, ...;addictovigilance contribution during covid-19 epidemic and lockdown in france;2020;Therapies;Elsevier;https://www.sciencedirect.com/science/article/pii/S0040595720301104;https://scholar.google.com/scholar?cites=9446611359471998614&as_sdt=2005&sciodt=2007&hl=en;845;15.12.2021 05:57;;;;;;;;;22;2200;4;5;1;Addictovigilance is a safety monitoring targeted at substances with potential for abuse and dependence. This vigilance was involved during the period of COVID-19 epidemic due to …;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7309935/;https://scholar.google.com/scholar?q=related:lpZ_LPsaGYMJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;MK Taha, AE Deghmane;impact of covid-19 pandemic and the lockdown on invasive meningococcal disease;2020;BMC Research Notes;Springer;https://link.springer.com/article/10.1186/s13104-020-05241-9;https://scholar.google.com/scholar?cites=3787671195736864081&as_sdt=2005&sciodt=2007&hl=en;858;15.12.2021 05:57;HTML;10.1186/s13104-020-05241-9;;;;;;;22;2200;11;2;1;Few data are available on the association between SARS-CoV-2 and secondary bacterial infections. Such an association was described for flu and invasive meningococcal disease …;https://link.springer.com/article/10.1186/s13104-020-05241-9;https://scholar.google.com/scholar?q=related:UfXfc-KCkDQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
22;D Léger, F Beck, L Fressard, P Verger, P Peretti-Watel, ...;poor sleep associated with overuse of media during the covid-19 lockdown;2020;Sleep;ncbi.nlm.nih.gov;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7454849/;https://scholar.google.com/scholar?cites=11556098915049296378&as_sdt=2005&sciodt=2007&hl=en;902;15.12.2021 05:57;HTML;;;;;;;;22;2200;4;6;1;Since March 2020, lockdowns due to COVID-19 have confined around 3 billion people to their homes worldwide. Assessment of the potential psychological effects—post-traumatic …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7454849/;https://scholar.google.com/scholar?q=related:-lHKhLyCX6AJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;M Lyons, G Brewer;experiences of intimate partner violence during lockdown and the covid-19 pandemic;2021;Journal of family violence;Springer;https://link.springer.com/article/10.1007/s10896-021-00260-x;https://scholar.google.com/scholar?cites=16060186885688849141&as_sdt=2005&sciodt=2007&hl=en;422;15.12.2021 05:57;HTML;10.1007/s10896-021-00260-x;;;;;;;21;2100;11;2;1;Previous studies have demonstrated that there is an increase in Intimate Partner Violence (IPV) during times of crisis (eg, financial, environmental, or socio-political situations). The …;https://link.springer.com/article/10.1007/s10896-021-00260-x;https://scholar.google.com/scholar?q=related:9fLey-E-4d4J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;C Stevenson, JRH Wakefield, I Felsner, ...;collectively coping with coronavirus local community identification predicts giving support and lockdown adherence during the covid?19 pandemic;2021;British Journal of …;Wiley Online Library;https://bpspsychub.onlinelibrary.wiley.com/doi/abs/10.1111/bjso.12457;https://scholar.google.com/scholar?cites=9484484085432672791&as_sdt=2005&sciodt=2007&hl=en;502;15.12.2021 05:57;;10.1111/bjso.12457;;;;;;;21;2100;5;4;1;The role of shared identity in predicting both ingroup helping behaviour and adherence to protective norms during COVID?19 has been extensively theorized, but remains largely …;https://bpspsychub.onlinelibrary.wiley.com/doi/pdf/10.1111/bjso.12457;https://scholar.google.com/scholar?q=related:F2IPVgaon4MJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;AKMA Ullah, F Nawaz, D Chattoraj;locked up under lockdown the covid-19 pandemic and the migrant population;2021;Social Sciences & Humanities Open;Elsevier;https://www.sciencedirect.com/science/article/pii/S259029112100022X;https://scholar.google.com/scholar?cites=11089964679950996516&as_sdt=2005&sciodt=2007&hl=en;544;15.12.2021 05:57;HTML;;;;;;;;21;2100;7;3;1;Almost all countries in the world have now enforced coronavirus-related travel restrictions and border shutdowns. Migrant populations in the world are now considered the worst …;https://www.sciencedirect.com/science/article/pii/S259029112100022X;https://scholar.google.com/scholar?q=related:JJQbiB5455kJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;BAD Van Bunnik, ALK Morgan, ...;segmentation and shielding of the most vulnerable members of the population as elements of an exit strategy from covid-19 lockdown;2021;… of the Royal …;royalsocietypublishing.org;https://royalsocietypublishing.org/doi/abs/10.1098/rstb.2020.0275;https://scholar.google.com/scholar?cites=4405266842782808604&as_sdt=2005&sciodt=2007&hl=en;599;15.12.2021 05:57;;10.1098/rstb.2020.0275;;;;;;;21;2100;7;3;1;This study demonstrates that an adoption of a segmenting and shielding strategy could increase the scope to partially exit COVID-19 lockdown while limiting the risk of an …;https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2020.0275;https://scholar.google.com/scholar?q=related:HDrgeNqmIj0J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;ER Facer-Childs, D Hoffman, JN Tran, SPA Drummond, ...;sleep and mental health in athletes during covid-19 lockdown;2021;Sleep;academic.oup.com;https://academic.oup.com/sleep/article-abstract/44/5/zsaa261/6104495;https://scholar.google.com/scholar?cites=9570897013727995067&as_sdt=2005&sciodt=2007&hl=en;711;15.12.2021 05:57;;;;;;;;;21;2100;4;5;1;Abstract The global coronavirus 19 (COVID-19) pandemic and associated lockdown restrictions resulted in the majority of sports competitions around the world being put on …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7928674/;https://scholar.google.com/scholar?q=related:u6QaDSCo0oQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;J Simon, TM Helter, RG White, ...;impacts of the covid-19 lockdown and relevant vulnerabilities on capability well-being mental health and social support an austrian survey study;2021;BMC public …;bmcpublichealth.biomedcentral.com;https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-021-10351-5;https://scholar.google.com/scholar?cites=18344658158911720682&as_sdt=2005&sciodt=2007&hl=en;713;15.12.2021 05:57;HTML;10.1186/s12889-021-10351-5;;;;;;;21;2100;5;4;1;Impacts of the Covid-19 pandemic and its public health measures go beyond physical and mental health and incorporate wider well-being impacts in terms of what people are free to …;https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-021-10351-5;https://scholar.google.com/scholar?q=related:6oznv2ZRlf4J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;LA Kapsner, MO Kampf, SA Seuchter, ...;reduced rate of inpatient hospital admissions in 18 german university hospitals during the covid-19 lockdown;2021;Frontiers in Public …;frontiersin.org;https://www.frontiersin.org/articles/10.3389/fpubh.2020.594117/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Public_Health&id=594117;https://scholar.google.com/scholar?cites=7234146896303360190&as_sdt=2005&sciodt=2007&hl=en;888;15.12.2021 05:57;HTML;10.3389/fpubh.2020.594117;;;;;;;21;2100;5;4;1;The COVID-19 pandemic has caused strains on health systems worldwide disrupting routine hospital services for all non-COVID patients. Within this retrospective study, we analyzed …;https://www.frontiersin.org/articles/10.3389/fpubh.2020.594117/full?&utm_source=Email_to_authors_&utm_medium=Email&utm_content=T1_11.5e1_author&utm_campaign=Email_publication&field=&journalName=Frontiers_in_Public_Health&id=594117;https://scholar.google.com/scholar?q=related:vggoJ0baZGQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;V Alfonsi, M Gorgoni, S Scarpelli, P Zivi, ...;covid?19 lockdown and poor sleep quality not the whole story;2021;Journal of Sleep …;Wiley Online Library;https://onlinelibrary.wiley.com/doi/abs/10.1111/jsr.13368;https://scholar.google.com/scholar?cites=15461080930509947518&as_sdt=2005&sciodt=2007&hl=en;899;15.12.2021 05:57;;10.1111/jsr.13368;;;;;;;21;2100;4;5;1;A growing body of evidence consistently describes the side?effects of coronavirus disease 2019 lockdown on mental health and sleep quality. We conducted a longitudinal web?based …;https://onlinelibrary.wiley.com/doi/pdf/10.1111/jsr.13368;https://scholar.google.com/scholar?q=related:foKcojDLkNYJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;L Ramiz, B Contrand, ...;a longitudinal study of mental health before and during covid-19 lockdown in the french population;2021;Globalization …;globalizationandhealth …;https://globalizationandhealth.biomedcentral.com/articles/10.1186/s12992-021-00682-8;https://scholar.google.com/scholar?cites=6937298119844971524&as_sdt=2005&sciodt=2007&hl=en;949;15.12.2021 05:57;HTML;10.1186/s12992-021-00682-8;;;;;;;21;2100;7;3;1;The impact of general population lockdown implemented in the face of the COVID-19 epidemic needs to be evaluated. We describe here a longitudinal study on the mental health …;https://globalizationandhealth.biomedcentral.com/articles/10.1186/s12992-021-00682-8;https://scholar.google.com/scholar?q=related:BERYduI7RmAJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
21;A Cransac-Miet, M Zeller, F Chagué, AS Faure, ...;impact of covid-19 lockdown on lifestyle adherence in stay-at-home patients with chronic coronary syndromes towards a time bomb;2021;International Journal of …;Elsevier;https://www.sciencedirect.com/science/article/pii/S0167527320337219;https://scholar.google.com/scholar?cites=11497102891590557069&as_sdt=2005&sciodt=2007&hl=en;967;15.12.2021 05:57;;;;;;;;;21;2100;4;5;1;Background We aimed to evaluate the impact of coronavirus disease 2019 (COVID-19)-related lockdown on adherence to lifestyle and drug regimens in stay-at-home chronic …;https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7462445/;https://scholar.google.com/scholar?q=related:jR1fZyrqjZ8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown&hl=en&as_sdt=2007
