Cites;Authors;title;Year;Source;Publisher;ArticleURL;CitesURL;GSRank;QueryDate;Type;DOI;ISSN;CitationURL;Volume;Issue;StartPage;EndPage;ECC;CitesPerYear;CitesPerAuthor;AuthorCount;Age;Abstract;FullTextURL;RelatedURL
0;RL Sharma;impact of lockdown and challenges of covid-19 on the indian economy;;pdfs.semanticscholar.org;;https://pdfs.semanticscholar.org/a89d/5591d18024dd88e50fb6946f3a161bc0090e.pdf;;39;16.12.2021 01:40;PDF;;;;;;;;0;0;0;1;;In recent years Indian economy was passing through the recession and economic slowdown now the corona virus has impacted the economy massively through the lockdown. The nationwide lockdown called in the wake of COVID-19 pandemic had taken a serious toll on …;https://pdfs.semanticscholar.org/a89d/5591d18024dd88e50fb6946f3a161bc0090e.pdf;https://scholar.google.com/scholar?q=related:DIslqmxjic8J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
0;SBR Gupta;impact of covid-19 lockdown on indian economy a conceptual study;;joics.net;;http://www.joics.net/images/full_pdf/1595592344_ON15.pdf;;45;16.12.2021 01:40;PDF;;;;;;;;0;0;0;1;;The world has changed forever after the outbreak of COVID-19. The difference between pre and post COVID-19 world can be easily witnessed by the facts and figures provided by every country. India is also amongst one of the highly affected countries in the world despite of the …;http://www.joics.net/images/full_pdf/1595592344_ON15.pdf;https://scholar.google.com/scholar?q=related:RXoWqL9_97sJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
0;S Darekar, R Bavaskar, A Munshi;novel covid 19 a study of its impact on global economy during the lockdown;;DR. DY PATIL B-SCHOOL, PUNE …;researchgate.net;https://www.researchgate.net/profile/Jose-Vargas-Hernandez/publication/353828114_GREEN_INNOVATION_BUSINESS_GIB_AS_A_COMPREHENSIVE_ENTREPRENEURSHIP_MODEL_FOR_THE_INTERNATIONALIZATION_THE_CASE_OF_BIO-FOM_IN_THE_URBAN_AREA_OF_GUADALAJARA/links/6113eb051ca20f6f8616d73d/GREEN-INNOVATION-BUSINESS-GIB-AS-A-COMPREHENSIVE-ENTREPRENEURSHIP-MODEL-FOR-THE-INTERNATIONALIZATION-THE-CASE-OF-BIO-FOM-IN-THE-URBAN-AREA-OF-GUADALAJARA.pdf#page=633;;52;16.12.2021 01:40;PDF;;;;;;;;0;0;0;3;;World health organization has released some progressions Covid-19, on 31 Dec 2019, Wuhan Municipal Health Commission, China, reported a cluster of cases of pneumonia in Wuhan, Hubei Province. A novel coronavirus was eventually identified. On 12 January 2020 …;https://www.researchgate.net/profile/Jose-Vargas-Hernandez/publication/353828114_GREEN_INNOVATION_BUSINESS_GIB_AS_A_COMPREHENSIVE_ENTREPRENEURSHIP_MODEL_FOR_THE_INTERNATIONALIZATION_THE_CASE_OF_BIO-FOM_IN_THE_URBAN_AREA_OF_GUADALAJARA/links/6113eb051ca20f6f8616d73d/GREEN-INNOVATION-BUSINESS-GIB-AS-A-COMPREHENSIVE-ENTREPRENEURSHIP-MODEL-FOR-THE-INTERNATIONALIZATION-THE-CASE-OF-BIO-FOM-IN-THE-URBAN-AREA-OF-GUADALAJARA.pdf#page=633;
0;R Nemade, R Youngs, G Carter; license we all want to do our part–whether it is social distancing renewed hygiene practices lockdown or helping the local economy some individuals are ;;technology.org;;https://www.technology.org/2020/05/13/creating-an-antiviral-arsenal-for-epidemic-preparedness/;;55;16.12.2021 01:40;HTML;;;;;;;;0;0;0;3;;What if… we already had an arsenal of antivirals ready to test on various emerging viruses? What if, at the first emergence of Ebola virus, Hantavirus, coronaviruses, respiratory syncytial virus, human parainfluenza viruses 1 and 3, influenza viruses A and B, and adenoviruses …;https://www.technology.org/2020/05/13/creating-an-antiviral-arsenal-for-epidemic-preparedness/;https://scholar.google.com/scholar?q=related:QjH5CfDmf-4J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:lockdown+intitle:economy&hl=en&as_sdt=2007
0;M Agovino, G Musella;economic losses in tourism during the covid-19 pandemic the case of sorrento;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.2005548;;8;16.12.2021 01:42;;10.1080/13683500.2021.2005548;;;;;;;0;0;0;2;1;The tourism sector is facing its most severe crisis under the COVID-19 pandemic. Social distancing measures, global travel restrictions, stay-at-home orders, and other lockdown measures brought tourism to a halt in 2020. We estimate the potential economic losses …;;
0;J Vena-Oya, JA Castañeda-García, ...;forecasting a post-covid-19 economic crisis using fuzzy cognitive maps a spanish tourism-sector perspective;2021;… Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.1944995;;12;16.12.2021 01:42;;10.1080/13683500.2021.1944995;;;;;;;0;0;0;3;1;Those in positions of leadership are accustomed to having to deal with complex and uncertain situations. However, the on-going COVID-19 pandemic has taken this challenge to a new level of complexity. Although econometric models are being used to predict economic …;;
0;M Parvin, J Tavakolinia, HM Mosammam, ...;the economic impacts of covid-19 on the city tourism-related services the case of tehran;2021;… Journal of Tourism …;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/IJTC-06-2021-0128/full/html;;13;16.12.2021 01:42;;10.1108/IJTC-06-2021-0128;;;;;;;0;0;0;4;1;Purpose The COVID-19 pandemic has had an extremely destructive impact on the tourism and hospitality industry. However, there is a gap in the literature on measuring the economic impact of the pandemic on employees of urban tourism industries by class. Accordingly, this …;;
0;A Gounder, C Cox;exploring the role of tourism dependency on covid-19 induced economic shock in the small island developing states;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.1989386;;14;16.12.2021 01:42;;10.1080/13683500.2021.1989386;;;;;;;0;0;0;2;1;All countries have suffered significant economic losses due to COVID-19 but some are affected more than others. A number of vulnerabilities explain the magnitude and differences in the economic shocks felt worldwide. This paper uses Ordinary Least Squares regression …;;
0;MA Cardenete, MC Delgado, ...;impact assessment of covid-19 on the tourism sector in andalusia an economic approach;2021;Current Issues in Tourism;Taylor & Francis;https://www.tandfonline.com/doi/abs/10.1080/13683500.2021.1937073;;18;16.12.2021 01:42;;10.1080/13683500.2021.1937073;;;;;;;0;0;0;3;1;The goal of this study is to analyse with an economic approach the impact assessment of COVID-19 on Andalusian tourism through the input-output methodology using the social accounting matrix (SAM). Tourism is one of the key sectors of the Andalusian economy …;;https://scholar.google.com/scholar?q=related:ZL1CzblugZUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;S Staniši?, ? Spalevi?;economic growth of the tourism sector in the covid-19 pandemic during 2021;2021;The European Journal of Applied …;journal.singidunum.ac.rs;https://journal.singidunum.ac.rs/files/2021-18-2/economic-growth-of-the-tourism-sector-in-the-covid-19-pandemic-during-2021.pdf;;20;16.12.2021 01:42;PDF;;;;;;;;0;0;0;2;1;The tourism sector around the world has been hit hard by the Covid-19 virus pandemic. The consequences of the pandemic during 2020 on the entire tourism sector have significantly reduced the income of both individuals and the collection in the state treasury. The …;https://journal.singidunum.ac.rs/files/2021-18-2/economic-growth-of-the-tourism-sector-in-the-covid-19-pandemic-during-2021.pdf;
0;FN Zargar, D Kumar;market fear investor mood sentiment economic uncertainty and tourism sector in the united states amid covid-19 pandemic a spillover analysis;2021;Tourism Economics;journals.sagepub.com;https://journals.sagepub.com/doi/abs/10.1177/13548166211052803;;21;16.12.2021 01:42;;10.1177/13548166211052803;;;;;;;0;0;0;2;1;The study investigates and confirms the spillover effects from investor fear, mood, sentiment and uncertainty to the US tourism sector returns. The findings indicate that market fear, investor mood and sentiment are net transmitter of shocks and economic uncertainty and the …;;
0;L Quintana-Romero, MÁ Mendoza-González, ...;covid-19 and tourism in mexico economic impacts and prospects;2021;Pandemics and …;emerald.com;https://www.emerald.com/insight/content/doi/10.1108/978-1-80071-070-220211011/full/html;;22;16.12.2021 01:42;;10.1108/978-1-80071-070-220211011;;;;;;;0;0;0;3;1;Tourism is Mexico's largest source of foreign exchange, only surpassed by remittances and foreign direct investment, and is one of the most wealth-generating economic activities in the country. However, measures to mitigate the Covid-19 pandemic–such as the suspension of …;;
0;SF Schubert;covid-19 economic consequences for a small tourism dependent economy;2021;Revista Brasileira de Pesquisa em Turismo;SciELO Brasil;https://www.scielo.br/j/rbtur/a/JvwnnpcWW3bdfG749zvsgKy/abstract/?lang=en;;24;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;This paper analyzes the economic impact of the COVID-19 pandemic on a small tourism dependent open economy. The lockdown affected both the demand side and the supply side of the economy, as production of goods and services dramatically dropped due to firms' …;https://www.scielo.br/j/rbtur/a/JvwnnpcWW3bdfG749zvsgKy/?lang=en&format=html;https://scholar.google.com/scholar?q=related:E49AYbm_KREJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;HKN Bama;deciphering the socio-economic and environmental impacts of the covid-19 pandemic on south africas tourism a conceptual reflection;2021;International Conference on Tourism Research;books.google.com;https://books.google.com/books?hl=en&lr=&id=ef03EAAAQBAJ&oi=fnd&pg=PA69&dq=%22covid+19%22+tourism+economic&ots=TuuEwSsBPX&sig=4AoLT9-x8nscv8wcR-izAXVozlw;;28;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;This study seeks to contextualise the potential socio-economic and environmental impacts of the COVID-19 pandemic on South Africa's tourism ecosystem. The dusk of 2019 and dawn of 2020 saw the world wake up to an unprecedented exposure to a hitherto little known virus …;;
0;G Dávila-Aragón, E Arrioja-Castrejón;medical tourism in mexico analysis of the economic and technological model in the covid-19 pandemic era;2021;The Future of Companies in the …;Springer;https://link.springer.com/chapter/10.1007/978-981-16-2613-5_7;;29;16.12.2021 01:42;;10.1007/978-981-16-2613-5_7;;;;;;;0;0;0;2;1;In the last decades, organizations have generated and exploited the data product of their operational activity using technological tools to support executives in decision-making, seeking to incorporate economic and social benefits. A key factor today to increase the …;;
0;D Demirel;economic impacts of the pandemic on tourism management in turkey the case of covid-19;2021;… Impacts and Implications of COVID-19 on the Tourism …;igi-global.com;https://www.igi-global.com/chapter/economic-impacts-of-the-pandemic-on-tourism-management-in-turkey/284008;;31;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;The process of globalization has increased interdependence between countries. The COVID-19 pandemic, which broke out in December 2019, has been effective worldwide. The pandemic directly affected the country's economies, leading to a global recession. Tourism …;;
0;AS Hayali, C Celik;economic impacts of the pandemic on the tourism of the developing world the case of covid-19;2021;… and Implications of COVID-19 on the Tourism …;igi-global.com;https://www.igi-global.com/chapter/economic-impacts-of-the-pandemic-on-the-tourism-of-the-developing-world/284003;;32;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;The COVID-19 pandemic crisis of 2020 with its policy measures and economic impacts has negatively affected the tourism industry, which is regarded as the most negatively affected one due to the nature of the sector, both directly and indirectly. In other words, through its …;;
0;D Çetin, E Erdil;infernum economic impacts of the covid-19 pandemic on the health tourism industry–a snapshot;2021;… and Implications of COVID-19 on the Tourism …;igi-global.com;https://www.igi-global.com/chapter/infernum/284002;;33;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;The tourism sector is directly and enormously influenced by COVID-19. The main aim of this study is to investigate the effect of COVID-19 on health tourism income and tourism income. The tourism income and health tourism income of Turkey are used for the 2002Q1-2020Q4 …;https://www.academia.edu/download/68174098/a_%C5%93Infernuma_Economic_Impacts_of_the_COVID_19_Pandemic_on_the_Health_Tourism_Industry_A_Snapshot.pdf;
0;G Kazar, A Kazar, T Akpýnar;economic and social impacts of covid-19 on european tourism;2021;… of COVID-19 on the Tourism Industry;igi-global.com;https://www.igi-global.com/chapter/economic-and-social-impacts-of-covid-19-on-european-tourism/284006;;38;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;European tourism has been largely disrupted by the pandemic throughout 2020. In this study, the economic and social effects of COVID-19 on the tourism sector of European countries were examined. To understand the extent of the pandemic on European tourism …;;
0;?? Massum;economic problems of tourism industry development during the covid-19 pandemic;2021;;essuir.sumdu.edu.ua;https://essuir.sumdu.edu.ua/handle/123456789/86279;;39;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;… The purpose of this study is to concentrate on the problems facing tourism industries and all its branches also how can we overcome these problems? We are going to go through most of the issues affecting tourism industry worldwide but especially in Africa and Tanzania. … Since …;https://essuir.sumdu.edu.ua/bitstream/123456789/86279/3/Massum_economic_problems.pdf;
0;S KM, V Varghese, S CR;the economic impact of covid-19 pandemic on the travel and tourism industry kerala evidence;2021;;mpra.ub.uni-muenchen.de;https://mpra.ub.uni-muenchen.de/id/eprint/108242;;40;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;COVID-19 pandemic broke out when the travel and tourism industry was at its peak. There was a trend among the new generation spending more time and money on recreational activities as stress relievers. Travel and Tourism were prominent activities in this regard. The …;https://mpra.ub.uni-muenchen.de/108242/1/MPRA_paper_108242.pdf;https://scholar.google.com/scholar?q=related:qSY8BAFQaoUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;VT Mandela, S Sudrajat, R Harini;study of the economic valuation of gemah beach tourism during the covid-19 pandemic in tulungagung regency east java;2021;E3S Web of Conferences;e3s-conferences.org;https://www.e3s-conferences.org/articles/e3sconf/abs/2021/101/e3sconf_icst2021_03008/e3sconf_icst2021_03008.html;;41;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;The engulfing COVID-19 pandemic in various regions affected various sectors, one of which was the Indonesian tourism sector. The policy of social restrictions and travel restrictions led to a decrease in tourists at almost all tourist attractions. The purpose of this study is to …;;
0;MCN Alagon;the impact of the tourism sector of a countrys economic downturn pre and post covid-19 pandemic;2021;… Country's Economic Downturn: Pre and Post COVID-19 …;ijrp.org;https://www.ijrp.org/paper-detail/1639;;43;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;The outbreak of the Coronavirus Disease (COVID-19) pandemic causes significant damages globally. As it expands across nations, economic aspect got severely affected whereas, a lot of countries were enforced of mass closure that decline all kinds of travel …;;
0;MM Elhini, D Kafafy;the economic impacts of covid-19 on the tourism global value chain;2021;… and Implications of COVID-19 on the Tourism …;igi-global.com;https://www.igi-global.com/chapter/the-economic-impacts-of-covid-19-on-the-tourism-global-value-chain/284001;;45;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;The purpose of this chapter is to examine the economic impacts of the COVID-19 pandemic on the tourism global value chain (GVC). Theoretical analysis revealed that being triggered by health factors, the coronavirus pandemic exerted an unprecedented shock on both the …;https://www.researchgate.net/profile/Maha-Elhini/publication/354662323_The-Economic-Impacts-of-COVID-19-on-the-Tourism-Global-Value-Chain/links/6144d81ca595d06017d42f68/The-Economic-Impacts-of-COVID-19-on-the-Tourism-Global-Value-Chain.pdf;
0;P Misevic, A Rudancic, I Zuzul;the role of croatian economic diplomacy in promoting the croatian tourism during the covid-19 pandemic;2021;Economic and Social …;researchgate.net;https://www.researchgate.net/profile/Ivan-Ivanov-96/publication/352248461_PROSECUTOR'S_OFFICE_OF_THE_REPUBLIC_OF_BULGARIA_ENSURING_COMPLIANCE_WITH_LAW_IN_THE_COURSE_OF_INVESTIGATIONS/links/60c09fd34585157774bf4015/PROSECUTORS-OFFICE-OF-THE-REPUBLIC-OF-BULGARIA-ENSURING-COMPLIANCE-WITH-LAW-IN-THE-COURSE-OF-INVESTIGATIONS.pdf#page=87;;46;16.12.2021 01:42;PDF;;;;;;;;0;0;0;3;1;This paper, in its main part, aims to conduct empirical research of the Croatian economic diplomacy's activities and the extent to which those activities have caused positive effects on Croatian tourism. The aim of this paper shall be achieved by determining the links and …;https://www.researchgate.net/profile/Ivan-Ivanov-96/publication/352248461_PROSECUTOR'S_OFFICE_OF_THE_REPUBLIC_OF_BULGARIA_ENSURING_COMPLIANCE_WITH_LAW_IN_THE_COURSE_OF_INVESTIGATIONS/links/60c09fd34585157774bf4015/PROSECUTORS-OFFICE-OF-THE-REPUBLIC-OF-BULGARIA-ENSURING-COMPLIANCE-WITH-LAW-IN-THE-COURSE-OF-INVESTIGATIONS.pdf#page=87;https://scholar.google.com/scholar?q=related:r3wcugd9_GQJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;CL Silva;impact of covid-19 on sri lankas tourism industry economic implications;2021;;ir.kdu.ac.lk;http://ir.kdu.ac.lk/bitstream/handle/345/4652/Defence-and-Strategic-Studies-E-47.pdf?sequence=1;;49;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;Tourism is one of the most important industries in Sri Lanka. The tourism industry contributes to the growth of the economy of Sri Lanka by bringing much needed foreign exchange, creating thousands of jobs, improving the country's infrastructure, and encouraging cultural …;;
0;C Kungwansupaphan;the socio-economic impact of covid-19 on khunchaitong elephant community-based tourism in surin province thailand;2021;Journal of Mekong Societies;so03.tci-thaijo.org;https://so03.tci-thaijo.org/index.php/mekongjournal/article/view/249685;;56;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;The paper investigates COVID-19's socio-economic impact on Khunchaitong elephant community-based tourism, and the responses to this crisis by itsoperating members. This community is located in Surin province, Thailand, where there is a long tradition of living with …;https://so03.tci-thaijo.org/index.php/mekongjournal/article/download/249685/170264;
0;E Constanta;the situation of tourism entrepreneurs in the conditions of the economic crisis caused by covid 19 and measures to reduce the ;2021;Annals of'Constantin Brancusi'University of …;search.ebscohost.com;http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=18447007&AN=150239086&h=336lt4Zrw%2BQiR3DUeqCT7Ca9j4Um6e0k5AfSWlmbBcNqLd72dcSdT4UlznTa%2Fl23GhjVcYFeYXxbHyhk2wlq3A%3D%3D&crl=c;;58;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;I decided to write this paper, highlighting the epodemiological and economic impact caused by the COVID 19 pandemic on tourism activity and, based on the conclusions of a study conducted by Global Questions, to capture some practices and measures for tourism …;;
0;X Hua, M Abbott, C Boyle;visualisation of major markets contributions to the economic recovery of tourism after the covid-19 pandemic mapping tourism expenditure between 2009 ;2021;Danish University Colleges;researchgate.net;https://www.researchgate.net/profile/Dwi-Sugiharti/publication/350088703_The_Role_of_Visitor%27s_Resilience_in_Understanding_Tourism_Resilience_a_Conceptual_Framework/links/6050362f458515e8344a6cc1/The-Role-of-Visitors-Resilience-in-Understanding-Tourism-Resilience-a-Conceptual-Framework.pdf#page=543;;62;16.12.2021 01:42;;;;;;;;;0;0;0;3;1;New Zealand's tourism, which comprises a substantial sector of its national economy, has been severely impacted due to the Covid-19 pandemic which commenced in early 2020. Aiming to explore potential opportunities for tourism with a background of strict border …;;
0;R MA;islamic tourism in covid-19 and hahslm with turbulence economic;2021;;eprints.eudl.eu;http://eprints.eudl.eu/id/eprint/5121/;;66;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;Sharia-based tourism differentiates in the concepts presented by sharia provisions. Both conventional and Islamic conceptions of tourism reflect the relationship with nature through the use of the Hahslm theory. This theory also looks at knowledge with an Islamic …;http://eprints.eudl.eu/id/eprint/5121/1/eai.14-9-2020.2304374.pdf;
0;MGD Tavares, HRH Serra, SMS da Silva, ...;tourism and covid-19 in para economic diversity and re-gional public policies based on the pandemic impact;2021;Geo Uerj;pesquisa.bvsalud.org;https://pesquisa.bvsalud.org/global-literature-on-novel-coronavirus-2019-ncov/resource/pt/covidwho-1346745;;86;16.12.2021 01:42;;;;;;;;;0;0;0;4;1;The territorial diversity in the state of Para, made the Covid-19 pandemic caused and imposed specific situations on tourism in its sub-regions. In this regard, considering a production of tourist space approach, in a pandemic context, this work analyzes the par …;;
0;Z Elena, P Tatiana;health tourism in the period of covid-19 pandemic assessing the economic impact ???????-??????????????? ?????? ? ?????? ???????? covid-19 ?????? ;2021;State and Municipal Management Scholar …;ideas.repec.org;https://ideas.repec.org/a/rnp/smmscn/s21224.html;;87;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;In the context of the international crisis, health tourism is a powerful catalyst for the regions' development to ensure global economic competition. However, health tourism has become one of the sectors most affected by the pandemic. The article defines the main economic …;;
0;K Neyra-Paredes, L Benites-Laso, M Llaza-Loayza;strategic planning for the economic reactivation of tourism in the colca valley caylloma during and post covid-19 pandemic;2021;;easychair-www.easychair.org;https://easychair-www.easychair.org/publications/preprint/MwS9;;89;16.12.2021 01:42;CITATION;;;;;;;;0;0;0;3;1;;;
0;K KALITA;the economic impact of covid-19 pandemic on the indian travel and tourism industry-an early observation;2020;Journal of Critical Reviews;Innovare Academics Sciences;;;34;16.12.2021 01:42;CITATION;;;;;;;;0;0;0;1;1;;;https://scholar.google.com/scholar?q=related:H4eBWlsy1ycJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;MLS Hartini, K Apriada;analysis of tax incentives policy for tourism sector in indonesia as economic stimulus during the covid-19 outbreak;2020;Advances in Global Economics and Business …;agebj.org;http://www.agebj.org/index.php/agebj/article/view/14;;52;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;Tourism sector is one of the sectors significantly affected by Covid-19 pandemic. The government has provided various stimulus in fiscal and non-fiscal, one of them is tax incentives for tourism sector. This study used explorative and descriptive approach, and a …;http://www.agebj.org/index.php/agebj/article/download/14/8;https://scholar.google.com/scholar?q=related:6YpvMCc8d8EJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;BAM Kamil, F Othman, N Hanafi;does the government economic stimulus package really matter for tourism industry in malaysia during covid-19 pandemic;2020;Sustaining Global Strategic …;sois.uum.edu.my;http://www.sois.uum.edu.my/images/ICIS/UUM_Proceedings_ICIS_2020.pdf#page=113;;53;16.12.2021 01:42;PDF;;;;;;;;0;0;0;3;1;Starting at the end of 2019, COVID-19 pandemic has now spread like a wildfire throughout the world, a deadly coronavirus pandemic that has infected millions and claims the life of thousands of population daily. The World Health Organization (WHO continuously advising …;http://www.sois.uum.edu.my/images/ICIS/UUM_Proceedings_ICIS_2020.pdf#page=113;
0;D Varadzhakova, AGF Mendoza;socio-economic effects of the covid-19 pandemic on the competitiveness of the tourism industry the cases of bulgaria and ecuador;2020;Competitivitatea þi inovarea în …;ibn.idsi.md;https://ibn.idsi.md/vizualizare_articol/115148;;54;16.12.2021 01:42;;;;;;;;;0;0;0;2;1;The Covid-19 pandemic has posed unprecedented challenges to the tourism industry around the world. Countries where the tourism industry is highly important to their economies suffer huge financial losses and many businesses were closed during and after …;https://ibn.idsi.md/sites/default/files/imag_file/264-272_0.pdf;https://scholar.google.com/scholar?q=related:QsqvX2raZDoJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;J Sage;tracking the economic impact of covid-19 on tourism;2020;Montana Business Quarterly;search.proquest.com;https://search.proquest.com/openview/16c651d4a34df443913f7ce5dcab6933/1?pq-origsite=gscholar&cbl=48644;;59;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;With the typical opening of Yellowstone National Park still a month out from this first survey and the opening of the Going-to-the-Sun Road in Glacier even further out, early indicators suggested if the pandemic remained at bay and actions to flatten the curve were taken …;;
0;M DARMOKO M;covid-19 impacts on health economic tourism and law order psbb in indonesia new normal and movement of starting a claim on ;2020;;eprints.ubhara.ac.id;http://eprints.ubhara.ac.id/826/;;65;16.12.2021 01:42;;;;;;;;;0;0;0;1;1;Covid-19 changes the pattern of human life in health, economy, tourism and law. The change resulted from a large number of deaths, losses in the financial sector and the tourism sector as well as the establishment of special regulations. In Indonesia, the government …;;
0;SSN Ariyawardana;the economic impact of covid-19 on the industry of travel and tourism in south asia;2020;;repository.ou.ac.lk;http://repository.ou.ac.lk/bitstream/handle/94ousl/1805/VISTAS_Vol2_20_04_2021Economic.pdf?sequence=3;;71;16.12.2021 01:42;PDF;;;;;;;;0;0;0;1;1;"Travel and tourism are high-potential industries related to peoples"" mobility in the world. The tropical climatic environment in South Asia provides a significant contribution to satisfying the worldwide travel and tourism demands at the present. However, the outbreak of COVID …";http://repository.ou.ac.lk/bitstream/handle/94ousl/1805/VISTAS_Vol2_20_04_2021Economic.pdf?sequence=3;
0;R Lala, K Farukh, N MOHAMMAD;potential economic impacts of covid-19 on tourism industry of pakistan a review;;Gaziantep University Journal of Social …;dergipark.org.tr;https://dergipark.org.tr/en/pub/jss/issue/55011/740036;;63;16.12.2021 01:42;;;;;;;;;0;0;0;3;;In this article an attempt has been made to review the historic trends in foreign and domestic tourism in Pakistan with the aim to calculate expected loss due to ongoing COVID-19 pandemic. For this purpose grass domestic product (GDP) growth in relation to tourism …;https://dergipark.org.tr/en/download/article-file/1111697;https://scholar.google.com/scholar?q=related:B1wp-qpP4vgJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;VR Mweiwa;covid-19 and tourism assessing the economic effects in malawi literature review;;jicrjournal.com;;http://www.jicrjournal.com/gallery/56-jicr-december-3615.pdf;;64;16.12.2021 01:42;PDF;;;;;;;;0;0;0;1;;This paper intends to assess the economic effects of Covid–19 in Malawi. Recently tourism has received global support as a driver for social economic development. In this regards developing nations are increasingly integrating and adapting strategies into their …;http://www.jicrjournal.com/gallery/56-jicr-december-3615.pdf;
0;SY Amilia;the economic impact of gastronomic tourism during the covid-19 pandemic in bali the ubud food festival;;ic.kku.ac.th;;https://www.ic.kku.ac.th/wp-content/uploads/2020/12/BM05.pdf;;68;16.12.2021 01:42;PDF;;;;;;;;0;0;0;1;;The main objective of this paper is assessing the economic impact in Bali during the COVID-19 pandemic by proposing the case of Ubud Food Festival 2019 with input-output analysis. Due to the outbreak, most of scheduled festivals in 2020 have been cancelled, including …;https://www.ic.kku.ac.th/wp-content/uploads/2020/12/BM05.pdf;https://scholar.google.com/scholar?q=related:XZx-BODbaQ4J:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;MN Zakiyy, RA Santoso, YP Alviano;asean response to the covid-19 in the economic health and tourism sector;;Journal of ASEAN Dynamics and …;jurnal.uns.ac.id;https://jurnal.uns.ac.id/adab/article/view/48072;;70;16.12.2021 01:42;;;;;;;;;0;0;0;3;;ASEAN is a regional organization consisting of several countries in the Southeast Asia region. The aim of establishing ASEAN is to cooperate and create an atmosphere of peace in the Southeast Asian region. In 2020, the world will be shocked by a complicated problem …;;https://scholar.google.com/scholar?q=related:eqxMCyt4SPUJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;DC Hlengwa;systemsview of the economic impact of covid-19 on event tourism in kwazulu natal south africa;;;;;;72;16.12.2021 01:42;CITATION;;;;;;;;0;0;0;1;;;;https://scholar.google.com/scholar?q=related:SMf2ArtTlxwJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
0;N Tovankasame;life under economic uncertainty of freelance tour guides during the covid-19 outbreak a case of phuket tourism thailand;;papers.ssrn.com;;https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3651303;;73;16.12.2021 01:42;;;;;;;;;0;0;0;1;;This study aims to examine the socio-economic impacts on the freelance tour guides experiencing economic breakdown during the COVID-19 outbreak in Phuket. The Thai government enforced the lockdown measure to restrict the public activities since 26 March …;;https://scholar.google.com/scholar?q=related:twi_k6PzBGcJ:scholar.google.com/&scioq=intitle:%22covid+19%22+intitle:tourism+intitle:economic&hl=en&as_sdt=2007
