Country ISO3;Country Name;Indicator Id;Indicator;Subindicator Type;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;2026;2027;2028
KNA;St. Kitts and Nevis;24657;Domestic Tourism Spending;% growth;-790.171;133.421;675.856;151.228;171.286;18.765;-136.868;590.492;208.688;262.049;186.428;245.863;-691.443;-148.503;-761.176;859.862;0.544678;-0.573105;118.302;213.383;111.351;186.742;370.191;348.977;269.682;219.841;196.632;198.528;18.709;173.442;162.973;155.761;143.526;131.228
KNA;St. Kitts and Nevis;24658;Government spending on travel and Tourism service;Local currency  _in bn (Nominal prices);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
KNA;St. Kitts and Nevis;24659;Government spending on travel and Tourism service;Local currency in bn (Real prices);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
KNA;St. Kitts and Nevis;24660;Government spending on travel and Tourism service;US$ in bn (Nominal prices);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KNA;St. Kitts and Nevis;24661;Government spending on travel and Tourism service;US$ in bn (Real prices);0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
KNA;St. Kitts and Nevis;24662;Government spending on travel and Tourism service;% growth;-0.668478;-127.457;0.958395;145.345;0.987005;-312.809;147.135;-175.567;-408.873;231.385;626.618;-116.511;43.571;138.177;576.545;-277.575;-155.815;215.397;127.104;737.741;905.612;668.398;259.848;346.667;345.232;325.139;305.086;305.084;300.068;295.049;289.935;28.482;279.049;268.817
KNA;St. Kitts and Nevis;24663;Government spending on travel and Tourism service;% share of total tourism expenditure;155.786;149.217;143.316;149.252;140.762;141.458;141.647;14.142;140.805;141.143;141.532;141.826;142.204;142.669;143.117;143.587;144.078;144.571;145.064;14.556;146.057;146.556;147.057;14.756;148.064;14.857;149.077;149.586;150.097;15.061;151.125;151.641;152.159;152.679
KNA;St. Kitts and Nevis;24664;Internal Travel and Tourism consumption;Local currency  _in bn (Nominal prices);0.189401;0.20524;0.217339;0.217042;0.212475;0.188142;0.197553;0.186514;0.23618;0.319271;0.37612;0.423339;0.404254;0.357613;0.282384;0.302648;0.355374;0.357404;0.380683;0.408061;0.435914;0.386962;0.420164;0.440209;0.469518;0.506529;0.543382;0.583058;0.628185;0.676573;0.730857;0.795559;0.862091;0.931147
KNA;St. Kitts and Nevis;24665;Internal Travel and Tourism consumption;Local currency in bn (Real prices);0.310892;0.335442;0.340502;0.336234;0.320198;0.280008;0.282799;0.261394;0.33086;0.429115;0.508757;0.497736;0.447856;0.384107;0.300543;0.322992;0.363503;0.372667;0.394159;0.412908;0.44655;0.394701;0.420164;0.431154;0.450402;0.475447;0.499548;0.525513;0.555084;0.586119;0.620731;0.662435;0.70376;0.745228
KNA;St. Kitts and Nevis;24666;Internal Travel and Tourism consumption;% share;148.655;14.846;145.552;144.157;132.293;104.185;104.166;934.868;121.291;158.891;169.202;163.853;146.741;112.632;958.985;10.453;116.736;121.849;120.702;118.799;114.566;976.923;10.484;105.208;106.906;109.396;111.586;114.034;117.076;120.222;123.847;128.629;133.101;137.467
KNA;St. Kitts and Nevis;24667;Internal Travel and Tourism consumption;US$ in bn (Nominal prices);0.07;0.08;0.08;0.08;0.08;0.07;0.07;0.07;0.09;0.118249;0.139304;0.156792;0.149724;0.132449;0.104586;0.112092;0.13162;0.132372;0.140994;0.151134;0.16145;0.143319;0.155616;0.16304;0.173895;0.187603;0.201253;0.215947;0.232661;0.250583;0.270688;0.294652;0.319293;0.344869
KNA;St. Kitts and Nevis;24668;Internal Travel and Tourism consumption;US$ in bn (Real prices);0.115145;0.124238;0.126112;0.124531;0.118592;0.103707;0.10474;0.1;0.122541;0.158931;0.188428;0.184347;0.165873;0.142262;0.111312;0.119627;0.134631;0.138025;0.145985;0.152929;0.165389;0.146186;0.155616;0.159687;0.166816;0.176091;0.185018;0.194634;0.205587;0.217081;0.2299;0.245346;0.260652;0.27601
KNA;St. Kitts and Nevis;24669;Internal Travel and Tourism consumption;% growth;-201.714;789.682;150.837;-125.341;-476.931;-125.518;0.996888;-756.887;265.752;296.966;185.596;-216.624;-100.213;-142.343;-217.554;746.932;125.424;252.116;576.714;475.658;814.766;-116.111;645.115;261.582;446.428;556.045;506.915;519.766;562.725;559.099;590.532;671.852;623.829;58.923
KNA;St. Kitts and Nevis;24670;Capital investment in Travel and Tourism;Local currency  _in bn (Nominal prices);0.04;0.06;0.07;0.05;0.04;0.04;0.03;0.02;0.03;0.05;0.07;0.09;0.11637;0.12447;0.10557;0.08;0.09;0.09;0.132995;0.155521;0.162338;0.179802;0.186678;0.196516;0.207932;0.222604;0.236928;0.250926;0.265672;0.281302;0.298149;0.316983;0.336878;0.357083
KNA;St. Kitts and Nevis;24671;Capital investment in Travel and Tourism;Local currency in bn (Real prices);0.07;0.09;0.111673;0.08;0.05;0.05;0.04;0.03;0.04;0.06;0.1;0.110155;0.128921;0.133691;0.112359;0.09;0.09;0.09;0.137704;0.157368;0.166299;0.183398;0.186678;0.192474;0.199466;0.208945;0.217815;0.226161;0.234756;0.243694;0.253224;0.263941;0.275007;0.285785
KNA;St. Kitts and Nevis;24672;Capital investment in Travel and Tourism;% exports;132.453;174.412;214.621;14.288;794.791;615.255;380.875;294.737;485.942;799.544;11.901;12.898;144.525;155.675;131.943;12.098;135.367;154.322;160.384;162.953;165.209;167.783;167.499;169.871;17.118;174.758;17.743;17.949;181.858;184.269;186.895;190.117;193.627;196.778
KNA;St. Kitts and Nevis;24673;Capital investment in Travel and Tourism;US$ in bn (Nominal prices);0.01;0.02;0.03;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.03;0.03;0.04;0.05;0.04;0.03;0.03;0.03;0.05;0.06;0.06;0.07;0.07;0.07;0.08;0.08;0.09;0.09;0.1;0.104186;0.110425;0.117401;0.12477;0.132253
KNA;St. Kitts and Nevis;24674;Capital investment in Travel and Tourism;US$ in bn (Real prices);0.02;0.03;0.04;0.03;0.02;0.02;0.01;0.01;0.01;0.02;0.04;0.04;0.05;0.05;0.04;0.03;0.03;0.03;0.05;0.06;0.06;0.07;0.07;0.07;0.07;0.08;0.08;0.08;0.09;0.09;0.09;0.1;0.101855;0.105846
KNA;St. Kitts and Nevis;24675;Capital investment in Travel and Tourism;% growth;141.172;376.608;228.465;-24.715;-361.163;-0.493693;-255.103;-250.052;30.49;574.201;625.721;104.827;170.364;369.997;-159.565;-227.096;0.470126;302.311;531.935;142.805;567.504;102.824;178.813;310.496;363.268;475.194;424.534;383.157;38.005;380.721;391.062;423.256;419.263;39.191
KNA;St. Kitts and Nevis;24676;Leisure Tourism Spending;Local currency  _in bn (Nominal prices);0.168412;0.179835;0.191463;0.189613;0.189156;0.163227;0.168508;0.158288;0.201826;0.277714;0.330811;0.374021;0.352524;0.298429;0.220128;0.231652;0.269142;0.272024;0.289531;0.307436;0.325824;0.289779;0.318979;0.337216;0.361494;0.391074;0.420402;0.452007;0.488084;0.526705;0.569734;0.621115;0.674503;0.729748
KNA;St. Kitts and Nevis;24677;Leisure Tourism Spending;Local currency in bn (Real prices);0.276439;0.29392;0.299962;0.293743;0.285057;0.242927;0.24122;0.221836;0.282735;0.37326;0.447469;0.439751;0.390547;0.320539;0.234284;0.247224;0.275298;0.283641;0.29978;0.311088;0.333774;0.295574;0.318979;0.33028;0.346776;0.367077;0.386489;0.407396;0.431286;0.456288;0.483886;0.517182;0.550624;0.584042
KNA;St. Kitts and Nevis;24678;Leisure Tourism Spending;% share;855.842;729.925;773.584;727.661;640.899;417.581;412.817;398.427;599.838;813.143;920.146;879.826;752.533;564.766;422.622;443.327;508.483;532.917;532.902;527.833;544.944;464.726;488.923;491.772;502.359;517.787;531.565;546.336;564.416;582.972;604.088;631.758;658.349;683.956
KNA;St. Kitts and Nevis;24679;Leisure Tourism Spending;US$ in bn (Nominal prices);0.06;0.07;0.07;0.07;0.07;0.06;0.06;0.06;0.07;0.102857;0.122522;0.138526;0.130565;0.110529;0.08;0.09;0.1;0.10075;0.107234;0.113865;0.120676;0.107325;0.11814;0.124895;0.133887;0.144842;0.155705;0.16741;0.180772;0.195076;0.211013;0.230043;0.249816;0.270277
KNA;St. Kitts and Nevis;24680;Leisure Tourism Spending;US$ in bn (Real prices);0.102385;0.108859;0.111097;0.108794;0.105577;0.09;0.09;0.08;0.104717;0.138244;0.165729;0.162871;0.144647;0.118718;0.09;0.09;0.101962;0.105052;0.11103;0.115218;0.12362;0.109472;0.11814;0.122326;0.128436;0.135954;0.143144;0.150887;0.159736;0.168995;0.179217;0.191549;0.203935;0.216312
KNA;St. Kitts and Nevis;24681;Leisure Tourism Spending;% growth;-242.488;632.361;205.556;-207.346;-2.957;-147.794;-0.702568;-803.587;274.521;320.175;198.814;-172.487;-11.189;-179.257;-269.092;552.303;113.558;303.041;569.022;377.183;729.271;-114.449;791.849;354.273;499.471;585.399;528.838;540.953;58.641;579.691;60.485;688.087;64.662;606.912
KNA;St. Kitts and Nevis;24682;Outbound Travel & Tourism Expenditure;Local currency  _in bn (Nominal prices);0.02;0.02;0.03;0.03;0.04;0.05;0.05;0.04;0.05;0.06;0.07;0.09;0.100373;0.1;0.100238;0.108945;0.128411;0.138776;0.136463;0.337411;0.30784;0.291273;0.277391;0.269237;0.273017;0.284353;0.29668;0.309359;0.322807;0.338015;0.355674;0.373792;0.391212;0.410174
KNA;St. Kitts and Nevis;24683;Outbound Travel & Tourism Expenditure;Local currency in bn (Real prices);0.03;0.04;0.05;0.05;0.05;0.07;0.07;0.06;0.07;0.08;0.1;0.10706;0.111198;0.102299;0.106684;0.116268;0.131348;0.144703;0.141294;0.341419;0.315352;0.297099;0.277391;0.2637;0.261901;0.266904;0.272747;0.278827;0.285242;0.292825;0.30208;0.311244;0.319362;0.328276
KNA;St. Kitts and Nevis;24684;Outbound Travel & Tourism Expenditure;US$ in bn (Nominal prices);0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.124967;0.114015;0.107879;0.102737;0.1;0.101117;0.105316;0.109881;0.114577;0.119558;0.125191;0.131731;0.138441;0.144893;0.151916
KNA;St. Kitts and Nevis;24685;Outbound Travel & Tourism Expenditure;US$ in bn (Real prices);0.01;0.01;0.02;0.02;0.02;0.03;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.04;0.04;0.04;0.05;0.05;0.05;0.126451;0.116797;0.110037;0.102737;0.1;0.1;0.1;0.101017;0.103269;0.105645;0.108454;0.111882;0.115275;0.118282;0.121584
KNA;St. Kitts and Nevis;24686;Outbound Travel & Tourism Expenditure;Percentage share of total GDP;259.143;274.125;300.088;308.798;339.551;435.735;369.298;338.526;385.079;440.782;485.117;530.086;551.551;477.371;513.337;572.328;631.415;699.814;641.259;147.405;129.816;118.567;107.897;992.947;956.522;947.323;94.261;938.286;935.097;935.627;941.209;946.125;947.674;951.867
KNA;St. Kitts and Nevis;24687;Outbound Travel & Tourism Expenditure;% growth;338.842;120.194;174.919;395.591;142.947;36.655;-106.164;-596.571;963.955;185.936;19.712;112.497;386.567;-800.356;428.648;898.416;129.702;101.671;-235.607;141.638;-76.349;-578.816;-663.332;-493.577;-0.681976;191.023;218.913;222.897;230.101;265.812;316.092;303.341;260.822;279.137
KNA;St. Kitts and Nevis;24688;Travel and Tourism total contribution to employment;% share of total employment;301.742;289.899;318.268;287.407;229.093;152.977;152.318;149.374;215.803;300.752;345.472;329.453;288.894;243.886;204.026;209.767;237.017;24.234;268.601;299.546;270.139;248.427;25.578;25.631;26.037;267.077;273.058;279.168;286.381;293.849;302.463;313.187;323.919;334.381
KNA;St. Kitts and Nevis;24689;Travel and Tourism total contribution to employment;Thousands of jobs;565.367;54.054;600.228;548.161;44.183;297.982;304.622;30.661;454.491;649.671;756.345;729.684;647.228;552.618;467.508;48.602;555.225;573.901;642.969;724.715;660.486;61.305;637.508;645.792;663.042;687.261;70.989;733.176;759.716;787.323;818.506;855.155;88.952;923.475
KNA;St. Kitts and Nevis;24690;Travel and Tourism total contribution to employment;% growth;-166.586;-439.127;110.424;-867.455;-193.978;-325.573;222.845;0.652313;482.313;429.447;164.197;-352.499;-113.003;-146.177;-154.012;395.961;142.392;336.353;12.035;127.138;-88.627;-718.188;398.947;129.944;267.107;365.281;329.255;328.027;361.983;363.384;396.068;447.757;401.863;38.172
KNA;St. Kitts and Nevis;24691;Travel and Tourism total contribution to GDP;Local currency  _in bn (Nominal prices);0.250913;0.254518;0.316397;0.292045;0.248522;0.177655;0.192121;0.199392;0.276014;0.413041;0.518389;0.575888;0.555635;0.503081;0.397234;0.391456;0.478145;0.500618;0.583073;0.623591;0.673628;0.641121;0.689121;0.727003;0.776013;0.835645;0.894239;0.955618;10.241;109.709;117.833;127.446;137.396;14.767
KNA;St. Kitts and Nevis;24692;Travel and Tourism total contribution to GDP;Local currency in bn (Real prices);0.411861;0.415982;0.495695;0.452427;0.37452;0.264399;0.275023;0.279443;0.386665;0.555145;0.701195;0.677094;0.615565;0.540352;0.42278;0.41777;0.489082;0.521996;0.603715;0.630998;0.690065;0.653943;0.689121;0.71205;0.74442;0.784367;0.822102;0.861303;0.904926;0.950413;100.078;10.612;112.162;118.185
KNA;St. Kitts and Nevis;24693;Travel and Tourism total contribution to GDP;Percentage share of total GDP;31.008;295.742;328.357;296.658;236.259;156.627;154.479;153.011;219.662;304.397;353.474;335.249;305.324;252.153;203.432;205.646;23.511;252.448;273.995;272.429;284.068;260.978;268.048;268.118;271.879;278.395;284.117;289.839;296.658;303.674;311.819;322.586;332.829;342.689
KNA;St. Kitts and Nevis;24694;Travel and Tourism total contribution to GDP;US$ in bn (Nominal prices);0.09;0.09;0.117184;0.108165;0.09;0.07;0.07;0.07;0.102228;0.152978;0.191996;0.213292;0.205791;0.186326;0.147124;0.144984;0.177091;0.185414;0.215953;0.23096;0.249492;0.237452;0.25523;0.26926;0.287412;0.309498;0.3312;0.353933;0.379296;0.406329;0.43642;0.472023;0.508874;0.546926
KNA;St. Kitts and Nevis;24695;Travel and Tourism total contribution to GDP;US$ in bn (Real prices);0.152541;0.154067;0.183591;0.167565;0.138711;0.1;0.10186;0.103497;0.143209;0.205609;0.259702;0.250775;0.227987;0.20013;0.156585;0.15473;0.181141;0.193332;0.223598;0.233703;0.25558;0.242201;0.25523;0.263722;0.275711;0.290506;0.304482;0.319001;0.335158;0.352005;0.37066;0.393038;0.415415;0.437723
KNA;St. Kitts and Nevis;24696;Travel and Tourism total contribution to GDP;% growth;-148.092;100.056;191.627;-872.882;-172.197;-294.032;401.788;160.728;383.698;435.728;263.084;-343.722;-90.872;-122.185;-217.584;-1.185;170.696;672.993;15.655;451.919;936.087;-523.455;537.932;332.732;454.599;536.629;481.081;476.843;506.473;502.663;529.969;603.723;569.337;537.007
KNA;St. Kitts and Nevis;24697;Visitor Exports (Foreign spending);Local currency  _in bn (Nominal prices);0.170208;0.183897;0.193671;0.19251;0.18684;0.157788;0.169695;0.156978;0.206145;0.279828;0.32994;0.35829;0.33966;0.29997;0.22815;0.24435;0.2943;0.297;0.3186;0.3429;0.3645;0.313602;0.342641;0.358298;0.383575;0.416682;0.449754;0.485568;0.526782;0.57123;0.621528;0.682169;0.744622;0.809595
KNA;St. Kitts and Nevis;24698;Visitor Exports (Foreign spending);Local currency in bn (Real prices);0.279387;0.30056;0.303422;0.29823;0.281567;0.234832;0.24292;0.220001;0.288786;0.376101;0.446291;0.421255;0.376295;0.322193;0.242822;0.260775;0.301031;0.309683;0.329879;0.346973;0.373394;0.319874;0.342641;0.350928;0.367959;0.391113;0.413473;0.437645;0.465481;0.49486;0.527876;0.568019;0.607865;0.647946
KNA;St. Kitts and Nevis;24699;Visitor Exports (Foreign spending);% exports;535.498;53.37;511.478;491.787;473.913;389.629;411.024;379.242;462.221;534.366;539.138;562.983;539.867;471.887;478.549;426.484;417.073;394.716;363.243;340.398;354.977;288.394;333.803;334.453;33.868;347.252;353.766;360.744;36.973;378.687;390.802;406.969;421.655;436.662
KNA;St. Kitts and Nevis;24700;Visitor Exports (Foreign spending);US$ in bn (Nominal prices);0.06;0.07;0.07;0.07;0.07;0.06;0.06;0.06;0.08;0.10364;0.1222;0.1327;0.1258;0.1111;0.08;0.09;0.109;0.11;0.118;0.127;0.135;0.116149;0.126904;0.132703;0.142065;0.154327;0.166575;0.17984;0.195104;0.211567;0.230196;0.252655;0.275786;0.29985
KNA;St. Kitts and Nevis;24701;Visitor Exports (Foreign spending);US$ in bn (Real prices);0.103477;0.111318;0.112378;0.110456;0.104284;0.09;0.09;0.08;0.106958;0.139297;0.165293;0.156021;0.139368;0.119331;0.09;0.1;0.111493;0.114697;0.122177;0.128508;0.138294;0.118472;0.126904;0.129973;0.136281;0.144857;0.153138;0.162091;0.1724;0.183281;0.19551;0.210377;0.225135;0.23998
KNA;St. Kitts and Nevis;24702;Visitor Exports (Foreign spending);% growth;-214.082;757.816;0.952293;-171.098;-558.759;-165.979;344.406;-943.488;312.656;302.354;186.626;-560.976;-10.673;-143.774;-246.348;739.356;154.371;28.741;652.139;518.193;761.466;-143.333;711.752;241.856;485.295;629.255;5.717;584.612;63.605;631.152;667.171;760.471;701.493;659.364
KOR;Korea, Rep.;24637;Business Tourism Spending;Local currency in bn (Real prices);8113.73;7864.82;8323.09;9469.4;9634.64;10819;11317.7;11297.7;9805.33;10986.6;11207.6;11589.4;12630.1;15371.7;14783.4;15022;16101.4;16492.8;16060.4;16028.3;15255.3;16664.2;15417.3;15814.3;16630.5;17362.6;18111.2;19001.5;19914.6;20486.5;21129.9;21707.2;22319.8;22981.1
KOR;Korea, Rep.;24638;Business Tourism Spending;Local currency  _in bn (Nominal prices);4971.29;5024.52;5533.05;6588.42;6621.92;7517.67;8151.8;8385.74;7524.86;8683.25;8949.3;9241.2;10311.7;12923.5;12867;13488;14686.9;15201.8;14929.3;14989.2;14607.9;16245.3;15417.3;16128.5;17301.6;18425;19603.7;20978.6;22426.4;23531.8;24756.2;25941.1;27206.6;28572.8
KOR;Korea, Rep.;24639;Business Tourism Spending;% share;0.501241;0.444478;0.444519;0.551037;0.496607;0.502567;0.518364;0.483365;0.402025;0.435109;0.414788;0.401649;0.411546;0.461325;0.447358;0.418653;0.401475;0.397986;0.384551;0.372312;0.34374;0.365484;0.325808;0.325906;0.33711;0.346303;0.353862;0.365373;0.377347;0.382841;0.388177;0.392192;0.396704;0.401479
KOR;Korea, Rep.;24640;Business Tourism Spending;US$ in bn (Nominal prices);644.572;624.585;582.493;469.534;556.727;665.067;631.535;6.7;631.468;757.536;873.676;96.732;110.953;117.473;10.074;116.632;132.525;134.911;136.343;142.369;129.165;139.953;136.089;146.728;158.147;168.684;179.465;191.964;205.106;21.509;226.134;236.786;248.145;260.399
KOR;Korea, Rep.;24641;Business Tourism Spending;US$ in bn (Real prices);716.201;694.229;734.681;835.866;850.452;954.998;999.016;997.247;865.518;969.785;989.294;10.23;111.486;135.686;130.493;13.26;142.127;145.583;141.765;141.482;134.659;147.095;136.089;139.593;146.798;15.326;159.868;167.726;175.787;180.835;186.514;191.609;197.018;202.855
KOR;Korea, Rep.;24642;Business Tourism Spending;% growth;667.424;365.485;226.415;-402.623;353.473;387.586;107.553;169.019;-111.957;141.231;11.802;108.664;113.585;-166.069;-107.461;896.574;17.521;516.026;-283.214;-501.829;0.774729;855.591;-109.314;207.291;302.099;32.776;36.469;413.687;412.093;303.338;292.735;213.714;21.238;198.289
KOR;Korea, Rep.;24643;Travel and Tourism direct contribution to employment;Thousands of jobs;484.688;470.163;493.011;575.061;528.679;533.913;571.209;568.498;518.604;529.232;489.35;482.64;484.724;519.025;523.503;519.073;516.739;541.622;556.33;581.537;557.656;599.539;548.316;559.878;577.765;602.663;608.851;634.669;655.567;665.399;670.065;672.588;673.39;675.089
KOR;Korea, Rep.;24644;Travel and Tourism direct contribution to employment;% share of total employment;237.424;225.465;2.324;288.433;261.749;252.379;264.797;256.424;234.224;234.587;2.141;208.476;206.863;220.139;222.717;217.857;213.158;219.469;221.963;227.175;215.002;228.518;206.511;208.772;213.846;22.195;223.665;233.117;241.186;245.613;248.441;250.665;252.527;254.992
KOR;Korea, Rep.;24645;Travel and Tourism direct contribution to employment;% growth;388.782;-299.667;48.595;166.426;-806.546;0.989983;698.544;-0.474579;-877.656;204.945;-753.593;-137.122;0.431931;707.624;0.862839;-0.846237;-0.44973;481.558;271.545;453.098;-410.662;751.058;-854.369;210.859;319.489;43.094;102.662;424.049;329.282;149.973;0.701202;0.376579;0.119171;0.252403
KOR;Korea, Rep.;24646;Travel and Tourism direct contribution to GDP;Local currency  _in bn (Nominal prices);9926.33;10507.2;11805.5;14656.7;14354.1;15095.6;17066.9;18105.6;17534.4;18843;17953.5;18220.2;19376;21762.3;22959.1;23677.4;23945.4;25334.7;26377.3;27868.1;27342.1;29035.4;27571.4;29165.1;31259;33282.7;35158.6;37278.7;39466.9;41647.9;43719.4;45770.8;47860.7;49974
KOR;Korea, Rep.;24647;Travel and Tourism direct contribution to GDP;Local currency in bn (Real prices);16201;16446.7;17758.5;21065.7;20884.7;21724.8;23695.2;24392.8;22848.4;23841.2;22483.9;22850.1;23732.2;25885;26378.7;26370.2;26251.6;27486.2;28375.8;29800;28553.8;29784;27571.4;28597;30046.5;31363.6;32481.9;33765.4;35046.5;36258.2;37315.4;38300.5;39264.1;40194.1
KOR;Korea, Rep.;24648;Travel and Tourism direct contribution to GDP;Percentage share of total GDP;231.422;21.838;2.226;279.453;248.827;237.657;248.006;237.626;21.623;215.094;19.519;188.604;185.726;197.035;199.348;187.127;179.678;183.924;184.528;187.528;174.808;177.324;159.009;160.206;163.995;167.016;168.933;171.655;174.307;176.577;178.096;179.309;180.392;181.286
KOR;Korea, Rep.;24649;Travel and Tourism direct contribution to GDP;US$ in bn (Nominal prices);128.704;130.612;124.283;104.453;12.068;133.547;132.221;14.466;147.145;164.388;175.271;190.719;208.484;197.817;179.754;20.474;216.068;224.837;240.893;264.695;241.761;250.139;243.373;265.329;285.725;304.709;321.864;341.118;360.954;380.678;399.352;41.779;436.526;45.544
KOR;Korea, Rep.;24650;Travel and Tourism direct contribution to GDP;US$ in bn (Real prices);143.006;145.176;156.754;185.948;18.435;191.765;209.158;215.315;201.683;210.447;198.466;201.698;209.484;228.487;232.845;232.771;231.724;242.622;250.473;263.045;252.045;262.904;243.373;252.426;265.221;276.847;286.718;298.048;309.356;320.051;329.384;338.079;346.585;354.794
KOR;Korea, Rep.;24651;Travel and Tourism direct contribution to GDP;% growth;924.451;151.707;797.556;186.237;-0.859352;402.258;90.698;294.391;-633.131;434.538;-569.312;162.843;38.604;907.124;19.073;-0.03;-0.449821;470.305;323.618;501.917;-418.176;430.819;-742.883;371.973;506.882;438.376;356.544;395.135;379.414;345.733;291.597;263.971;2.516;236.857
KOR;Korea, Rep.;24652;Domestic Tourism Spending;Local currency  _in bn (Nominal prices);17827.5;19597.3;21729.1;21865.5;23302.8;25949.2;28820;31722.8;32156.4;33530.3;33651.1;35353;37965.8;40454.3;40410;43716.9;46570.1;49093.5;50243.3;51725.7;52875.4;54522.6;56235.4;58555.6;61050.1;63673.9;66430.7;69373.6;72424.9;75387.4;78382.5;81383.8;84469;87613.9
KOR;Korea, Rep.;24653;Domestic Tourism Spending;Local currency in bn (Real prices);29096.6;30675.4;32686;31426.8;33904.6;37344.7;40012.9;42738.4;41901.7;42424.5;42142.6;44336.4;46501.4;48118;46428.8;48688.9;51055.3;53262.7;54049.9;55311.4;55218.7;55928.3;56235.4;57414.8;58682;60002.6;61373.1;62835.5;64313.2;65631.4;66901.1;68100.9;69296.9;70467.8
KOR;Korea, Rep.;24654;Domestic Tourism Spending;% share;412.236;40.418;406.468;413.242;400.446;405.048;415.052;412.584;392.649;37.872;361.624;361.534;359.447;361.561;345.976;340.819;344.711;351.575;346.583;343.106;333.108;32.795;319.172;316.335;314.883;314.029;313.612;313.783;314.137;313.827;313.441;31.291;312.412;31.183
KOR;Korea, Rep.;24655;Domestic Tourism Spending;US$ in bn (Nominal prices);231.149;243.609;228.754;155.828;195.914;229.565;223.274;253.457;269.849;292.522;328.519;370.056;408.508;367.725;316.384;378.023;420.219;435.687;45.885;491.297;46.753;469.711;496.391;532.707;558.032;582.946;608.148;634.803;66.238;68.907;715.979;742.859;770.422;798.472
KOR;Korea, Rep.;24656;Domestic Tourism Spending;US$ in bn (Real prices);256.836;270.772;28.852;277.405;299.277;329.643;353.194;377.253;369.867;374.482;371.993;391.358;410.468;424.738;409.828;429.778;450.666;470.151;47.71;488.235;487.417;49.368;496.391;506.802;517.987;529.644;541.742;55.465;567.693;57.933;590.537;601.128;611.685;622.021
KOR;Korea, Rep.;24657;Domestic Tourism Spending;% growth;452.283;547.748;652.839;-393.508;789.565;101.633;709.966;680.199;-203.653;117.518;-0.767632;515.114;486.108;341.574;-361.693;490.941;4.861;432.278;1.437;230.278;-0.204506;123.583;0.470207;203.014;217.006;221.715;225.468;235.859;233.047;202.662;191.254;177.248;17.382;167.402
KOR;Korea, Rep.;24658;Government spending on travel and Tourism service;Local currency  _in bn (Nominal prices);145.574;150.546;172.216;191.901;202.15;221.144;257.606;286.381;315.885;353.208;389.03;426.806;466.216;520.226;563.711;592.76;631.112;665.659;701.268;737.46;773.158;823.345;892.682;967.362;1030.33;1094.99;1161.18;1228.73;1297.43;1367.29;1438.21;1509.72;1581.66;1653.82
KOR;Korea, Rep.;24659;Government spending on travel and Tourism service;Local currency in bn (Real prices);237.594;235.648;259.057;275.815;294.12;318.259;357.652;385.825;411.616;446.9;487.198;535.26;571.032;618.777;647.673;660.176;691.896;722.189;754.398;788.581;807.423;844.573;892.682;948.516;990.369;1031.86;1072.78;1112.93;1152.12;1190.35;1227.55;1263.31;1297.56;1330.17
KOR;Korea, Rep.;24660;Government spending on travel and Tourism service;US$ in bn (Nominal prices);0.18875;0.18714;0.181301;0.136761;0.169954;0.19564;0.199572;0.228811;0.265083;0.308143;0.379791;0.446758;0.501644;0.472879;0.441349;0.512564;0.569476;0.590748;0.640437;0.700448;0.683634;0.709311;0.787972;0.880054;0.941784;100.248;106.302;112.435;11.866;124.976;131.373;137.805;144.259;150.722
KOR;Korea, Rep.;24661;Government spending on travel and Tourism service;US$ in bn (Real prices);0.209725;0.208007;0.22867;0.243463;0.259621;0.280928;0.315701;0.340569;0.363334;0.394479;0.430051;0.472475;0.504051;0.546196;0.571702;0.582738;0.610738;0.637477;0.665909;0.696082;0.712714;0.745506;0.787972;0.837257;0.874201;0.910821;0.946943;0.982385;101.698;105.072;108.356;111.513;114.536;117.414
KOR;Korea, Rep.;24662;Government spending on travel and Tourism service;% growth;687.487;-0.81929;993.389;646.902;663.679;820.701;123.778;787.722;668.448;857.198;90.174;986.501;668.309;836.121;466.973;193.044;480.479;437.827;445.994;45.312;238.932;46.011;569.621;625.466;441.246;418.897;396.584;374.284;352.114;331.838;312.487;291.383;271.109;251.271
